question,level,btl,source
What is the function of a boiler drum?,easy,2,srm
(13) 6 Explain in detail about,hard,5,srm
List the basic parts of the time value of money.,hard,6,srm
Let's discuss the societal implications of human cloning.,easy,2,devane
Explain the solutions to prevent Double Spending.,easy,2,srm
during Inception? (8) (ii) Elaborate the major difference between Evolutionary and water fall requirements. (8) 6. (i) Examine are the requirements in UP artifacts?,medium,4,srm
effect on overall system efficiency. Determine appropriate energy-saving 4,medium,3,srm
network setup. 12,medium,4,srm
parsing? 13. Define Augmented Grammar with an example.,easy,1,srm
testability 4. Discuss the principles and advantages of BIST in fault detection.,medium,3,srm
(ii) Generalize your view about extreme programming. (8) (16) 13. Describe about pair programming and how unit tests used in XP? And listthe,easy,1,srm
Explain the various components in X-ray machine in detail.,medium,4,srm
"insertion sort. 3, 10, 4, 2, 8, 6, 5, 1 7 Describe heap construction in heap sort with an example.",medium,4,srm
Write down a C++ program to implement operator overloading for complex class.,medium,3,devane
"Distinguish among acidic, saline and sodic soils.",medium,4,devane
Name the four major food groups.,easy,1,devane
Calculate the heat transfer from 60 W from incandescent bulb at 115ÂºC to ambient air at 25ÂºC.,medium,3,devane
patient information. 6 9 Describe the relationship between the components of CPR 13,medium,4,srm
Examine high-performance packet processing techniques.,medium,4,srm
Classify visual perception of the image.,easy,2,srm
Write about the display devices. CO 05,easy,1,srm
Define cable cellar.,easy,1,srm
on armature current and power factor of synchronous motor. 14. Formulate the power flow equations for a,hard,6,srm
Q. Questions BT Level Competence Course No Outcome 1 Point out any four insulating materials used for underground cables.,medium,4,srm
Decide on the best advertising campaign for a product.,hard,5,devane
Outline decision tree.,easy,2,srm
Explain the disaggregation of tissue with trypsinization and its significance.,medium,4,devane
Discover the advantages of transposition of conductors.,medium,3,srm
Develop a short note on VR toolkits.,medium,3,srm
Outline about the need of action items.,easy,2,srm
perception? Explain with necessary diagrams. 3 Summarize the role and importance of inner workings of the CO4,medium,4,srm
Define Swept surface.,easy,1,srm
Differentiate between Kaplan and Pelton wheel turbine.,easy,1,devane
i. How can firewalls be evaded using IP address 8 spoofing? ii. How source routing can be used to evade 8,hard,5,srm
Differentiate verification and validation. Give an example.,easy,2,srm
"Infer how cloud services (e.g., AWS IoT, Google Cloud IoT) are used in IoT systems. Discuss integration with Raspberry Pi.",medium,4,srm
(16) 16 Explain Hadoop Java interface.,medium,4,srm
What are the assumption of BET theory of adsorption?,easy,1,devane
"Explain the framework for Software Process Change, illustrating its",medium,4,srm
Assess the recent trends and various characteristics of IOT.,hard,5,srm
List the properties of recursive and recursive enumerable language.,easy,1,srm
"Consider that, an E-Commerce organization like Amazon. have",medium,3,srm
Connected to a PC so that you can observe synchronization as it takes place. True or False? Justify your answer.(16) 21. Explain about Validating Forensic Data.,hard,5,srm
"Write the differential equations governing the mechanical system, and determine CO 1",medium,3,srm
State the primary and secondary objectives of material management.,easy,2,devane
based models like BERT differ. 14,hard,5,srm
Which traversal of a binary tree gives sorted order in a binary search tree?,easy,1,srm
What do you mean by Earned Value Analysis?,easy,1,devane
What is Malware? How did it start?,easy,2,srm
What is meant by sub satellite point and its directions?,easy,1,srm
Classify sensors for robot applications.,medium,3,srm
Explain in detail the applications and process of face recognition.,medium,4,srm
List the different modes of locks in database systems.,easy,1,srm
"Define the concept of ""supply and demand.""",easy,1,devane
carrier to noise power spectral density ratio. (5) (ii) Elaborate the types of transmission losses with necessary diagrams. (10) Explain the,medium,3,srm
What is the role of Arduino shields in IoT applications?,easy,1,srm
How would you defend your position in a debate?,hard,5,devane
Explain Helmholtz and Gibbs functions.,easy,1,devane
Explain the role of patient isolation in electrical safety.,easy,2,srm
List the types of sawing machines.,easy,1,srm
"A 132 kV, 3-phase, 50 Hz transmission line 200 km long consists of three conductors of effective diameter 20 mm arranged in a vertical plane with 4 m spacing and regularly",medium,3,srm
Define feeder protection.,easy,1,srm
1Describe the types of Printed Circuit Board (PCB)?,medium,4,srm
Explain Selection sort in ascending order using the following array.,medium,3,devane
A Receiver is connected to an antenna with resistance 50Ω and an,easy,1,srm
"What associations are there with the term ""adventure""?",easy,2,devane
operation of stepper motor. 19 What is meant by Lead angle in stepper,easy,2,srm
autonomic assessment. (16) 3. Explain galvanic skin response recording and its use in stress and,medium,3,srm
(ii) Examine the importance of decentralization in Web3. (8) 5.,hard,6,srm
List any two functions of a sensor node.,easy,1,srm
flip-chip technology in chip packaging. Compare the advantages and disadvantages of single-chip versus CO3 17. 1,medium,4,srm
Explain the following terms (i) Sampler and Holder (ii) Zero order,medium,4,srm
How does the piezoelectric transducer produce ultrasonic waves?,medium,4,srm
Write the principle of relative motion.,easy,1,srm
configurations of single wire as radiator. 2. An antenna receives a maximum power of 2 µW,medium,4,srm
What are the three general categories of unethical and illegal behavior?,easy,1,srm
Explain the need for security standards in cloud computing.,easy,2,srm
What is lexical Scanning?,easy,1,srm
DPF? 12. What is passive regeneration in DPF?,easy,1,srm
What is a voting classifier?,easy,1,srm
"programming to control devices in an IoT system. 14. Illustrate the use of UART, SPI, and I²C protocols",medium,3,srm
by DC voltage. 2. Derive the expression for transient response of RC series circuit excited,easy,2,srm
(ii) How do these processes affect the professional quality of a video (8) project? 14.,medium,4,srm
networks? Provide examples of commonly used activation functions and explain their characteristics. (15) 7. Explain the concept of backpropagation and its role in training,easy,2,srm
Give major building block of thermal power plant?,easy,1,srm
Discriminate Menubar and Menuitem.,easy,2,srm
List any two mechanical drive elements used in robotics.,easy,1,srm
Define web browsing.,easy,1,srm
"Op-amps. (16) 12. For the astable circuit, derive the expression for high state time",medium,3,srm
kg/min Cooling water flow rate = 7 kg/min Calorific value of the fuel (CV) = 43 MJ/kg Inlet temperature of cooling water = 15oC Outlet temperature of cooling water = 75oC Inlet temperature of water to exhaust gas calorimeter = 15oC Outlet temperature of water to exhaust gas calorimeter = 55oC Final temperature of the exhaust gases = 80oC Room temperature = 17oC Air-Fuel ratio on mass basis = 20 Mean specific heat of exhaust gas = 1 kJ/g. K Specific heat of water = 4.18 kJ/kg. K Draw a heat balance sheet and estimate the thermal and mechanical efficiencies. 18. A Morse test on a 12 cylinder two-stroke 16,hard,5,srm
"x[n] = {1, 2, 3}, h[n] = {1,2}. 12. Find the convolution of the input signal {1,2} and its impulse response",easy,2,srm
Generalize FIVE (5) ways to use digital photography in classroom teaching and learning.,hard,5,devane
"In about 70 words, explain how the different components function in language learning.",easy,2,devane
What is Data provenance?,easy,1,srm
What is the role of leader node in PEGASIS?,easy,1,srm
State one application of air refrigeration system.,easy,1,srm
Define pixel and voxel.,easy,1,srm
Label the main organs of the human digestive system.,easy,1,devane
Draw the Circuit diagram for the following equations.,medium,3,devane
What is the need for protection diodes in voltage regulators based,easy,1,srm
What are the general benefits of holding ISO accreditation.,easy,1,devane
Write a program to delete all the duplicate elements in a list.,hard,5,srm
different smart grid technology drivers. 2. Examine the different distribution system,medium,4,srm
"peripheral memory map, AHB, and APB buses with a neat diagram. Describe the Harvard architecture used in ARM Cortex-M processors and 2 explain how it improves instruction execution efficiency in STM32L15xxx",medium,3,srm
